S7646: min=-98.5, max=99.8, avg=-1.9
S7014: min=-95.5, max=99.9, avg=0.8
S8596: min=-98.6, max=99.6, avg=-6.3
S0123: min=-97.9, max=99.4, avg=16.9
S5250: min=-99.7, max=96.1, avg=-4.2
S6181: min=-99.6, max=98.7, avg=-4.6
S6404: min=-93.9, max=98.6, avg=4.2
S5866: min=-98.7, max=99.6, avg=-7.4
S4645: min=-94.9, max=96.4, avg=3.9
S5302: min=-96.0, max=98.7, avg=0.1
S4078: min=-98.7, max=99.6, avg=3.1
S8964: min=-98.6, max=96.6, avg=6.0
S5816: min=-97.7, max=97.6, avg=-5.2
S4936: min=-97.2, max=99.7, avg=1.6
S4855: min=-98.7, max=99.4, avg=10.9
S2629: min=-99.5, max=99.0, avg=0.3
S6300: min=-99.1, max=98.9, avg=1.7
S0178: min=-98.6, max=99.1, avg=13.0
S5452: min=-99.2, max=98.5, avg=-2.5
S3500: min=-96.1, max=99.1, avg=6.6
S6721: min=-99.4, max=94.4, avg=-0.8
S1849: min=-95.7, max=97.5, avg=6.8
S7882: min=-99.8, max=98.3, avg=-5.7
S5564: min=-99.5, max=99.1, avg=-11.9
S4980: min=-92.2, max=97.1, avg=-2.0
S6683: min=-99.6, max=99.0, avg=-2.1
S2769: min=-99.6, max=95.6, avg=0.9
S2495: min=-99.4, max=99.9, avg=9.8
S0279: min=-98.1, max=98.9, avg=4.5
S9191: min=-99.3, max=99.5, avg=-3.0
S7912: min=-99.8, max=97.8, avg=-8.5
S9567: min=-99.2, max=99.0, avg=1.7
S5817: min=-99.6, max=97.1, avg=7.4
S7206: min=-95.1, max=96.3, avg=3.8
S5333: min=-99.1, max=98.9, avg=7.1
S4811: min=-96.8, max=97.6, avg=-8.7
S0921: min=-98.9, max=99.5, avg=5.5
S3196: min=-98.2, max=98.9, avg=1.3
S2286: min=-99.4, max=99.2, avg=-0.2
S3878: min=-98.3, max=97.2, avg=-5.4
S7297: min=-95.5, max=99.0, avg=3.8
S6645: min=-96.8, max=98.5, avg=2.7
S3373: min=-99.7, max=99.5, avg=-2.2
S8532: min=-99.5, max=99.1, avg=-1.3
S0280: min=-98.2, max=98.3, avg=-6.5
S1753: min=-96.4, max=99.2, avg=-2.8
S4360: min=-94.7, max=98.7, avg=5.0
S8624: min=-99.8, max=99.9, avg=-4.7
S6253: min=-99.3, max=99.8, avg=-4.4
S7225: min=-99.6, max=96.1, avg=-0.8
S4867: min=-94.8, max=99.5, avg=-1.2
S3459: min=-97.6, max=95.0, avg=-11.2
S4906: min=-97.9, max=99.4, avg=-1.5
S4303: min=-99.5, max=97.7, avg=-4.2
S1911: min=-99.1, max=99.0, avg=-8.7
S4805: min=-99.6, max=99.4, avg=2.7
S3893: min=-98.6, max=99.1, avg=3.8
S2560: min=-98.2, max=98.3, avg=0.8
S7246: min=-96.6, max=90.7, avg=-2.4
S4681: min=-97.8, max=99.0, avg=-6.7
S9056: min=-97.2, max=96.8, avg=7.9
S4578: min=-98.5, max=95.6, avg=-4.8
S1607: min=-97.4, max=96.6, avg=6.4
S4010: min=-97.2, max=90.8, avg=-11.0
S1895: min=-96.8, max=98.8, avg=-0.5
S0839: min=-99.3, max=99.4, avg=-0.0
S2725: min=-97.3, max=98.8, avg=9.8
S7551: min=-99.1, max=98.8, avg=-3.2
S4183: min=-95.5, max=99.4, avg=0.5
S8597: min=-94.0, max=99.0, avg=7.6
S3639: min=-97.6, max=99.3, avg=5.0
S1538: min=-99.4, max=99.8, avg=-0.5
S5803: min=-98.7, max=97.5, avg=1.5
S6543: min=-99.4, max=99.0, avg=-8.9
S5815: min=-99.8, max=99.4, avg=-3.2
S8363: min=-97.9, max=99.2, avg=3.3
S6904: min=-99.5, max=97.4, avg=-5.1
S1808: min=-92.7, max=99.9, avg=3.3
S2482: min=-95.5, max=99.0, avg=9.0
S4926: min=-99.1, max=99.1, avg=-0.9
S0312: min=-98.8, max=95.2, avg=3.6
S7552: min=-97.8, max=97.4, avg=-3.3
S3512: min=-96.8, max=95.6, avg=-4.3
S0649: min=-98.3, max=99.7, avg=1.1
S7050: min=-98.8, max=95.9, avg=2.4
S8275: min=-99.8, max=98.2, avg=-15.9
S6443: min=-95.8, max=98.6, avg=6.8
S1301: min=-95.2, max=99.8, avg=0.0
S8710: min=-99.5, max=96.8, avg=-4.4
S0038: min=-97.5, max=99.0, avg=2.0
S4114: min=-99.5, max=98.9, avg=2.1
S0478: min=-99.1, max=96.4, avg=2.8
S3441: min=-99.7, max=99.6, avg=1.3
S0840: min=-99.0, max=99.6, avg=-5.7
S3717: min=-97.0, max=99.8, avg=-0.3
S8167: min=-95.9, max=98.5, avg=-0.2
S5672: min=-99.7, max=97.7, avg=-11.6
S8207: min=-98.3, max=96.6, avg=0.5
S0301: min=-96.8, max=99.8, avg=0.8
S6269: min=-96.5, max=99.7, avg=-2.0
S1044: min=-96.8, max=98.2, avg=1.2
S0854: min=-95.7, max=99.8, avg=-5.5
S9329: min=-98.7, max=96.3, avg=-0.4
S0743: min=-98.1, max=96.7, avg=4.2
S3783: min=-97.5, max=93.9, avg=1.6
S9708: min=-99.3, max=95.7, avg=-0.1
S7369: min=-98.7, max=95.5, avg=-2.2
S0434: min=-99.6, max=94.5, avg=-8.1
S3623: min=-98.3, max=95.0, avg=-2.0
S6137: min=-99.9, max=98.6, avg=3.2
S6380: min=-96.2, max=90.6, avg=-7.5
S9820: min=-99.8, max=99.1, avg=7.3
S3530: min=-98.4, max=99.8, avg=0.3
S6092: min=-98.2, max=99.2, avg=-2.3
S0985: min=-95.2, max=98.1, avg=0.8
S7610: min=-96.1, max=99.0, avg=7.8
S2128: min=-97.6, max=99.1, avg=-11.6
S0929: min=-99.6, max=99.7, avg=-2.1
S5596: min=-99.1, max=99.9, avg=-0.4
S0652: min=-98.7, max=97.3, avg=-8.1
S1557: min=-99.3, max=97.1, avg=-0.4
S5447: min=-98.8, max=99.2, avg=5.1
S1837: min=-97.8, max=99.7, avg=-5.3
S1280: min=-98.6, max=96.3, avg=-1.8
S4356: min=-99.1, max=98.6, avg=0.1
S0372: min=-96.5, max=99.6, avg=0.2
S4836: min=-94.9, max=97.3, avg=6.9
S2685: min=-99.7, max=98.2, avg=-9.6
S6471: min=-99.5, max=97.4, avg=0.3
S5791: min=-99.4, max=98.6, avg=-4.4
S2371: min=-99.5, max=95.2, avg=5.7
S6164: min=-99.5, max=98.4, avg=-6.5
S5150: min=-99.5, max=99.4, avg=-6.4
S4082: min=-96.8, max=97.9, avg=-5.6
S9441: min=-99.7, max=97.1, avg=-12.4
S2468: min=-98.5, max=95.0, avg=2.9
S7867: min=-98.2, max=99.5, avg=-2.2
S2752: min=-99.8, max=99.8, avg=10.8
S1987: min=-98.7, max=99.5, avg=1.3
S4406: min=-96.2, max=98.0, avg=-4.8
S7242: min=-99.7, max=98.7, avg=-22.5
S8928: min=-98.2, max=99.8, avg=-7.9
S0838: min=-98.1, max=98.3, avg=-5.6
S4478: min=-95.8, max=98.8, avg=5.0
S7081: min=-99.4, max=91.4, avg=-9.9
S7569: min=-99.0, max=96.9, avg=-4.6
S2527: min=-95.4, max=99.5, avg=-14.4
S9916: min=-97.5, max=98.7, avg=5.2
S9571: min=-96.5, max=99.2, avg=5.5
S1730: min=-97.5, max=98.0, avg=8.1
S8860: min=-96.8, max=99.6, avg=6.0
S1765: min=-99.5, max=99.8, avg=9.1
S0090: min=-98.7, max=95.8, avg=-5.1
S6397: min=-97.4, max=97.9, avg=1.1
S8819: min=-96.4, max=98.3, avg=-1.7
S1526: min=-99.7, max=98.7, avg=-2.1
S1128: min=-99.0, max=98.9, avg=-6.2
S8453: min=-94.5, max=99.8, avg=2.3
S2056: min=-97.5, max=99.5, avg=8.3
S9967: min=-99.3, max=99.8, avg=-4.0
S0204: min=-99.5, max=99.0, avg=10.2
S1364: min=-99.4, max=98.0, avg=-6.0
S2212: min=-98.0, max=97.7, avg=-1.4
S0028: min=-96.3, max=96.7, avg=4.4
S6077: min=-98.9, max=97.4, avg=-11.6
S6149: min=-95.4, max=98.9, avg=0.2
S0651: min=-98.4, max=98.4, avg=10.6
S4536: min=-97.2, max=99.5, avg=-0.1
S7036: min=-97.5, max=97.2, avg=-2.2
S5638: min=-99.7, max=98.5, avg=-10.1
S1906: min=-97.0, max=99.4, avg=9.8
S6758: min=-99.3, max=99.6, avg=2.3
S7261: min=-96.9, max=99.8, avg=20.1
S9809: min=-95.6, max=98.5, avg=7.6
S3111: min=-98.6, max=95.8, avg=-3.3
S2887: min=-96.0, max=96.8, avg=-1.7
S7094: min=-99.8, max=98.5, avg=4.2
S6014: min=-89.7, max=98.9, avg=3.3
S5360: min=-99.0, max=99.6, avg=2.8
S8239: min=-96.0, max=99.7, avg=9.8
S1192: min=-96.7, max=96.7, avg=-8.8
S1188: min=-95.5, max=98.8, avg=-5.1
S8118: min=-99.7, max=98.7, avg=-6.9
S2113: min=-99.2, max=98.4, avg=3.3
S2123: min=-96.1, max=99.1, avg=-8.7
S2899: min=-96.2, max=98.3, avg=6.3
S6394: min=-99.5, max=97.4, avg=1.7
S7077: min=-96.0, max=99.8, avg=0.7
S2948: min=-95.7, max=99.7, avg=5.2
S0565: min=-99.5, max=99.4, avg=2.9
S6255: min=-99.5, max=99.1, avg=-0.0
S2200: min=-95.4, max=99.4, avg=4.2
S5007: min=-99.3, max=98.5, avg=7.3
S7273: min=-99.3, max=97.3, avg=5.5
S1173: min=-98.5, max=99.8, avg=6.3
S1982: min=-99.8, max=98.5, avg=-2.3
S8452: min=-95.7, max=97.1, avg=13.8
S9474: min=-99.7, max=95.9, avg=-0.2
S6017: min=-97.7, max=99.0, avg=3.2
S5462: min=-99.3, max=99.2, avg=-8.1
S2142: min=-99.8, max=99.1, avg=2.9
S7267: min=-98.8, max=96.5, avg=-0.3
S1111: min=-97.3, max=99.0, avg=0.9
S8937: min=-99.2, max=99.6, avg=5.4
S9616: min=-93.8, max=97.2, avg=-6.7
S4381: min=-98.7, max=95.5, avg=-7.5
S9181: min=-99.3, max=96.7, avg=1.5
S3589: min=-97.7, max=96.6, avg=5.4
S2280: min=-98.2, max=98.6, avg=-4.4
S8593: min=-99.4, max=97.2, avg=-1.0
S6362: min=-95.8, max=98.4, avg=-3.0
S5151: min=-98.9, max=99.7, avg=7.6
S6485: min=-99.3, max=99.9, avg=-0.5
S8848: min=-99.4, max=99.4, avg=0.3
S5813: min=-92.9, max=99.5, avg=4.1
S3044: min=-99.7, max=96.7, avg=-7.7
S6495: min=-99.5, max=96.1, avg=-3.1
S5936: min=-99.7, max=99.4, avg=3.2
S3287: min=-97.7, max=98.2, avg=1.7
S3684: min=-97.7, max=99.1, avg=10.8
S1793: min=-99.2, max=98.0, avg=3.7
S5196: min=-99.5, max=98.1, avg=-8.7
S5235: min=-97.3, max=99.7, avg=2.8
S3077: min=-97.5, max=96.9, avg=6.6
S5859: min=-99.1, max=99.9, avg=-10.2
S2325: min=-96.3, max=99.6, avg=-0.3
S7703: min=-97.8, max=97.5, avg=8.8
S9904: min=-99.5, max=99.5, avg=-2.0
S2797: min=-99.1, max=99.0, avg=-4.0
S4971: min=-98.4, max=99.7, avg=-4.0
S2103: min=-97.5, max=99.4, avg=4.7
S6358: min=-97.9, max=97.4, avg=-1.1
S4703: min=-94.8, max=99.2, avg=-2.9
S8306: min=-95.8, max=98.7, avg=2.5
S3701: min=-99.0, max=98.6, avg=-1.5
S3268: min=-99.9, max=98.3, avg=-0.2
S6540: min=-99.9, max=97.9, avg=-7.8
S0115: min=-98.1, max=92.1, avg=-9.9
S8915: min=-99.9, max=99.4, avg=-5.9
S8812: min=-99.4, max=99.4, avg=-8.1
S9022: min=-99.6, max=99.1, avg=1.3
S5667: min=-96.3, max=99.0, avg=1.8
S3879: min=-99.8, max=99.7, avg=4.6
S3470: min=-99.4, max=97.0, avg=-15.2
S0502: min=-99.4, max=99.7, avg=1.8
S2483: min=-99.3, max=99.0, avg=9.6
S4388: min=-98.4, max=99.5, avg=-3.2
S5758: min=-99.3, max=98.1, avg=0.8
S9650: min=-98.9, max=97.3, avg=-5.2
S1638: min=-99.2, max=99.2, avg=-5.6
S0914: min=-96.7, max=93.7, avg=-14.6
S3479: min=-97.1, max=98.7, avg=2.0
S9999: min=-99.0, max=99.6, avg=5.4
S1382: min=-99.8, max=99.0, avg=-5.6
S8268: min=-99.0, max=98.9, avg=6.2
S8784: min=-99.1, max=97.9, avg=-3.7
S1563: min=-98.2, max=98.2, avg=-7.2
S1697: min=-98.9, max=99.1, avg=-2.6
S5723: min=-99.0, max=98.6, avg=-0.7
S5332: min=-95.7, max=97.2, avg=-0.5
S2115: min=-93.7, max=99.5, avg=2.4
S4783: min=-95.8, max=94.5, avg=7.0
S2508: min=-97.4, max=97.4, avg=-2.1
S6599: min=-98.5, max=99.6, avg=0.1
S1709: min=-99.0, max=95.2, avg=-6.7
S0488: min=-94.6, max=97.6, avg=5.8
S7625: min=-98.9, max=98.9, avg=6.4
S0969: min=-94.4, max=99.4, avg=-4.1
S3891: min=-99.3, max=98.4, avg=12.6
S6444: min=-99.5, max=95.8, avg=-4.8
S8925: min=-99.1, max=97.2, avg=4.4
S0379: min=-99.6, max=99.8, avg=0.4
S5245: min=-94.9, max=95.1, avg=4.8
S5838: min=-96.8, max=97.4, avg=5.8
S5428: min=-97.9, max=98.9, avg=3.3
S3732: min=-97.4, max=94.4, avg=-4.6
S4838: min=-98.1, max=97.5, avg=-3.6
S4134: min=-98.3, max=99.6, avg=12.0
S4011: min=-99.7, max=97.9, avg=-9.7
S8355: min=-96.9, max=98.8, avg=-1.1
S4945: min=-99.6, max=99.3, avg=8.8
S1992: min=-97.6, max=99.0, avg=2.1
S4197: min=-99.9, max=91.7, avg=-9.5
S0959: min=-96.6, max=99.7, avg=-6.5
S6099: min=-92.9, max=97.6, avg=8.4
S6335: min=-99.0, max=97.5, avg=0.0
S1430: min=-95.1, max=98.8, avg=0.6
S8401: min=-97.2, max=99.3, avg=21.1
S1863: min=-99.9, max=98.6, avg=5.7
S2119: min=-97.1, max=98.4, avg=6.2
S8561: min=-99.9, max=94.0, avg=0.5
S7774: min=-93.6, max=99.3, avg=-0.7
S2419: min=-96.4, max=99.6, avg=-4.5
S7560: min=-97.9, max=99.6, avg=3.7
S3093: min=-97.8, max=98.0, avg=-0.1
S7414: min=-96.3, max=98.3, avg=3.0
S5917: min=-93.4, max=98.8, avg=4.5
S9232: min=-98.4, max=98.8, avg=-2.0
S3420: min=-98.3, max=99.5, avg=-0.6
S8035: min=-99.8, max=98.7, avg=2.4
S3435: min=-99.8, max=99.7, avg=4.5
S0531: min=-98.6, max=99.5, avg=-0.9
S3873: min=-98.7, max=98.8, avg=-0.4
S0389: min=-96.5, max=98.9, avg=13.5
S6648: min=-99.8, max=94.0, avg=5.4
S9379: min=-99.6, max=99.7, avg=-4.2
S8656: min=-99.8, max=96.9, avg=-8.4
S8197: min=-98.1, max=97.9, avg=1.0
S8182: min=-99.5, max=99.7, avg=-1.4
S4299: min=-99.0, max=97.8, avg=-6.2
S9152: min=-99.5, max=98.2, avg=3.2
S3514: min=-99.3, max=98.4, avg=-7.7
S7121: min=-98.6, max=96.9, avg=-1.5
S8879: min=-99.8, max=98.6, avg=1.7
S3439: min=-96.3, max=99.2, avg=-6.6
S4553: min=-98.8, max=98.6, avg=-3.1
S3200: min=-99.6, max=92.3, avg=1.5
S6180: min=-97.6, max=99.8, avg=-7.7
S4370: min=-98.1, max=99.7, avg=4.2
S4940: min=-98.0, max=99.7, avg=-0.2
S6000: min=-98.5, max=97.1, avg=-6.5
S6324: min=-95.8, max=98.3, avg=1.4
S2478: min=-96.6, max=99.0, avg=-0.8
S0331: min=-98.4, max=95.8, avg=9.2
S6703: min=-96.7, max=99.7, avg=-14.5
S5227: min=-99.1, max=99.4, avg=-4.1
S3351: min=-93.9, max=99.2, avg=-1.3
S3443: min=-98.7, max=98.1, avg=-5.8
S7806: min=-98.5, max=99.9, avg=5.0
S4741: min=-97.8, max=98.1, avg=-3.2
S6015: min=-96.5, max=99.8, avg=-0.9
S6584: min=-96.0, max=98.2, avg=-7.9
S6156: min=-96.6, max=97.6, avg=-1.7
S5220: min=-99.4, max=99.8, avg=0.7
S3553: min=-99.0, max=91.2, avg=2.8
S8441: min=-96.1, max=97.3, avg=1.5
S9729: min=-90.5, max=96.3, avg=-8.5
S4603: min=-98.0, max=98.1, avg=5.5
S2066: min=-94.8, max=97.8, avg=-8.4
S0694: min=-97.0, max=99.4, avg=-2.0
S2620: min=-97.7, max=99.2, avg=12.3
S6997: min=-97.7, max=97.4, avg=2.4
S1864: min=-99.5, max=99.0, avg=-7.6
S5169: min=-96.2, max=95.1, avg=-5.9
S7254: min=-96.9, max=99.8, avg=4.5
S3587: min=-99.0, max=97.5, avg=-6.6
S0591: min=-98.8, max=96.7, avg=-0.5
S9673: min=-98.9, max=98.0, avg=5.6
S7292: min=-99.1, max=95.6, avg=-4.6
S3549: min=-98.1, max=99.9, avg=1.9
S9153: min=-95.3, max=97.3, avg=10.9
S2185: min=-90.4, max=96.7, avg=-11.7
S4873: min=-97.0, max=98.1, avg=-1.2
S6687: min=-98.6, max=99.6, avg=-11.3
S4017: min=-97.9, max=97.9, avg=0.1
S0607: min=-99.7, max=99.8, avg=-0.8
S7629: min=-97.5, max=99.9, avg=-0.0
S1206: min=-99.2, max=96.6, avg=0.7
S6897: min=-96.1, max=99.9, avg=11.1
S0308: min=-91.2, max=94.6, avg=-6.1
S6653: min=-99.2, max=99.8, avg=-1.0
S0117: min=-96.6, max=97.2, avg=6.8
S1734: min=-99.9, max=99.7, avg=7.8
S9912: min=-96.3, max=99.8, avg=6.1
S9952: min=-99.4, max=97.1, avg=-0.8
S7738: min=-96.9, max=97.1, avg=0.5
S7635: min=-90.4, max=97.8, avg=13.1
S9171: min=-95.7, max=99.5, avg=2.4
S8505: min=-94.8, max=95.2, avg=-13.6
S4481: min=-99.8, max=99.2, avg=5.6
S7437: min=-99.6, max=98.5, avg=-5.4
S9448: min=-99.4, max=98.2, avg=-3.1
S1259: min=-96.5, max=98.8, avg=-3.4
S1050: min=-98.9, max=96.7, avg=10.6
S2576: min=-96.9, max=99.7, avg=3.7
S7945: min=-99.3, max=97.8, avg=4.5
S1498: min=-96.7, max=99.4, avg=2.6
S9523: min=-99.0, max=98.3, avg=-3.8
S9792: min=-98.2, max=97.9, avg=-1.7
S3688: min=-98.4, max=98.4, avg=-12.5
S3355: min=-96.3, max=98.0, avg=-5.7
S6789: min=-99.6, max=97.3, avg=-3.5
S7115: min=-99.1, max=99.4, avg=2.3
S6496: min=-99.7, max=99.3, avg=-5.5
S2428: min=-89.9, max=94.1, avg=-0.5
S5907: min=-99.2, max=98.9, avg=-7.1
S8458: min=-99.1, max=90.8, avg=-9.8
S8875: min=-99.8, max=98.2, avg=5.2
S7616: min=-99.1, max=99.9, avg=4.7
S8112: min=-98.5, max=99.0, avg=-5.8
S2027: min=-91.0, max=93.4, avg=-0.6
S8844: min=-99.3, max=98.7, avg=2.1
S8688: min=-98.1, max=98.6, avg=-5.1
S6577: min=-98.3, max=99.7, avg=2.4
S5955: min=-99.0, max=97.2, avg=-7.3
S1339: min=-99.3, max=97.3, avg=-0.8
S5042: min=-93.4, max=98.9, avg=-4.1
S6309: min=-99.3, max=91.9, avg=2.1
S9555: min=-99.0, max=94.6, avg=-4.0
S0801: min=-98.1, max=99.4, avg=-4.5
S1859: min=-98.3, max=98.7, avg=-7.2
S6342: min=-93.1, max=99.4, avg=8.8
S9337: min=-98.9, max=94.9, avg=-3.5
S7233: min=-99.6, max=98.5, avg=0.4
S2433: min=-97.6, max=91.0, avg=-6.1
S2673: min=-97.0, max=95.5, avg=7.6
S8709: min=-95.8, max=97.7, avg=5.9
S0857: min=-94.7, max=96.9, avg=9.7
S4326: min=-99.5, max=98.0, avg=8.4
S3987: min=-99.1, max=97.8, avg=3.3
S3851: min=-98.1, max=98.3, avg=0.7
S7812: min=-98.9, max=98.1, avg=-1.2
S6816: min=-98.8, max=99.4, avg=3.4
S5031: min=-93.9, max=99.6, avg=10.1
S8382: min=-99.1, max=97.4, avg=5.4
S6018: min=-98.2, max=95.5, avg=-0.2
S4755: min=-99.3, max=99.3, avg=2.1
S4277: min=-99.2, max=97.9, avg=2.2
S1300: min=-98.7, max=98.3, avg=-9.4
S7933: min=-99.7, max=96.9, avg=-4.3
S2152: min=-99.1, max=95.1, avg=-4.5
S4227: min=-99.0, max=99.9, avg=-0.8
S7265: min=-99.4, max=98.8, avg=-2.0
S8029: min=-98.4, max=97.2, avg=3.1
S3133: min=-99.8, max=99.5, avg=5.9
S4756: min=-97.5, max=98.1, avg=4.7
S0130: min=-97.3, max=99.3, avg=3.4
S7525: min=-99.8, max=97.0, avg=6.2
S7149: min=-99.7, max=90.8, avg=-3.0
S1775: min=-99.6, max=98.7, avg=5.2
S4426: min=-99.5, max=97.2, avg=15.6
S1948: min=-96.3, max=98.8, avg=-4.2
S1880: min=-97.1, max=97.6, avg=-7.5
S7767: min=-99.6, max=95.3, avg=14.1
S2808: min=-99.8, max=99.1, avg=4.5
S4132: min=-96.7, max=96.3, avg=2.9
S0055: min=-97.9, max=97.5, avg=6.9
S7951: min=-99.6, max=96.6, avg=-5.5
S9223: min=-98.0, max=99.1, avg=-2.7
S7000: min=-94.3, max=99.9, avg=-2.4
S6725: min=-97.6, max=99.5, avg=9.8
S4456: min=-98.8, max=99.4, avg=4.2
S0795: min=-99.3, max=99.7, avg=-3.0
S8122: min=-98.7, max=99.2, avg=-2.1
S3577: min=-97.1, max=98.0, avg=5.0
S2877: min=-98.4, max=95.1, avg=5.9
S9583: min=-99.3, max=98.6, avg=-9.6
S0323: min=-96.5, max=97.6, avg=2.7
S5192: min=-98.3, max=99.7, avg=1.1
S9484: min=-98.4, max=97.6, avg=3.2
S0574: min=-96.3, max=99.2, avg=-2.9
S4611: min=-99.6, max=97.2, avg=-0.6
S7668: min=-99.9, max=99.7, avg=-6.0
S0121: min=-99.4, max=98.9, avg=3.7
S3291: min=-94.1, max=98.5, avg=0.6
S1798: min=-99.4, max=97.6, avg=2.9
S6867: min=-99.8, max=99.8, avg=3.4
S6339: min=-97.9, max=99.9, avg=-3.4
S9823: min=-96.7, max=98.6, avg=-12.8
S8662: min=-98.4, max=97.1, avg=-4.4
S7443: min=-98.4, max=99.9, avg=-0.2
S3615: min=-99.2, max=97.8, avg=1.4
S1889: min=-98.6, max=95.7, avg=-3.9
S0165: min=-96.5, max=98.2, avg=1.6
S6259: min=-99.7, max=99.3, avg=3.5
S7718: min=-95.2, max=99.7, avg=4.1
S9647: min=-99.7, max=99.9, avg=-3.4
S4088: min=-99.1, max=99.1, avg=-7.1
S9169: min=-98.8, max=97.7, avg=4.7
S1823: min=-98.0, max=99.6, avg=-0.2
S4543: min=-99.4, max=97.1, avg=-1.4
S6689: min=-95.9, max=97.1, avg=-3.4
S7010: min=-99.0, max=98.7, avg=-8.7
S5418: min=-96.9, max=98.5, avg=-0.1
S9818: min=-99.9, max=98.8, avg=5.1
S9679: min=-99.7, max=96.4, avg=-9.0
S9949: min=-98.3, max=98.6, avg=4.0
S8827: min=-99.6, max=99.0, avg=-4.0
S1475: min=-98.7, max=99.7, avg=1.6
S0955: min=-99.7, max=95.6, avg=-2.9
S4195: min=-95.5, max=98.4, avg=2.7
S7615: min=-99.8, max=99.3, avg=-13.2
S3999: min=-99.8, max=97.5, avg=2.8
S1520: min=-98.6, max=99.4, avg=-2.1
S6985: min=-99.3, max=96.8, avg=-2.2
S9653: min=-99.8, max=99.5, avg=-2.6
S4646: min=-97.4, max=98.5, avg=5.9
S8379: min=-98.1, max=99.8, avg=5.6
S4702: min=-94.8, max=98.9, avg=10.7
S4391: min=-95.1, max=92.4, avg=-2.3
S8850: min=-99.2, max=99.7, avg=-0.4
S1253: min=-98.3, max=96.8, avg=2.3
S8629: min=-94.2, max=95.4, avg=7.0
S1691: min=-99.6, max=98.1, avg=-2.6
S8066: min=-98.3, max=88.0, avg=-5.6
S5422: min=-95.3, max=98.5, avg=-1.1
S8292: min=-97.7, max=96.9, avg=-9.0
S8581: min=-97.2, max=99.5, avg=7.9
S9768: min=-99.7, max=97.7, avg=3.4
S1065: min=-98.9, max=99.7, avg=0.3
S2914: min=-97.5, max=91.1, avg=-1.4
S4919: min=-97.2, max=97.5, avg=-0.5
S6481: min=-99.0, max=99.7, avg=-1.2
S5222: min=-98.4, max=99.8, avg=-7.4
S4458: min=-98.0, max=97.8, avg=9.3
S2436: min=-96.0, max=98.3, avg=-8.2
S7820: min=-99.8, max=96.9, avg=-8.9
S0837: min=-99.5, max=95.1, avg=1.7
S0479: min=-97.9, max=97.8, avg=-11.6
S0376: min=-97.7, max=98.8, avg=-7.7
S7971: min=-99.4, max=99.2, avg=5.4
S1665: min=-97.3, max=98.1, avg=1.1
S3497: min=-99.5, max=99.7, avg=2.8
S3809: min=-99.7, max=98.7, avg=-1.8
S0675: min=-99.7, max=97.3, avg=-9.0
S4215: min=-98.9, max=98.3, avg=1.6
S8608: min=-99.3, max=98.6, avg=8.2
S8877: min=-99.0, max=99.6, avg=3.8
S0877: min=-99.4, max=98.9, avg=-3.3
S7240: min=-98.9, max=99.6, avg=-4.2
S2088: min=-98.2, max=97.9, avg=-1.0
S9507: min=-98.1, max=98.6, avg=-10.1
S0752: min=-97.6, max=98.4, avg=-8.5
S0135: min=-99.7, max=99.6, avg=-1.9
S4571: min=-96.8, max=97.6, avg=-0.0
S2660: min=-97.9, max=98.9, avg=3.3
S6971: min=-98.1, max=94.8, avg=1.9
S8580: min=-98.8, max=97.7, avg=-2.6
S9131: min=-96.1, max=98.7, avg=7.5
S6323: min=-98.5, max=96.5, avg=-5.0
S9356: min=-96.6, max=91.2, avg=-9.4
S3330: min=-91.1, max=97.9, avg=7.5
S4890: min=-98.6, max=95.6, avg=2.3
S1329: min=-98.1, max=99.5, avg=0.1
S5036: min=-96.0, max=93.8, avg=3.3
S9858: min=-94.5, max=99.4, avg=-10.6
S7501: min=-98.1, max=99.1, avg=-0.7
S8939: min=-97.3, max=99.6, avg=-6.6
S4610: min=-95.1, max=92.8, avg=-5.1
S1004: min=-98.1, max=99.3, avg=13.7
S6226: min=-98.9, max=95.4, avg=5.6
S5018: min=-98.0, max=98.7, avg=4.8
S2938: min=-99.6, max=97.5, avg=-17.4
S4100: min=-98.6, max=99.6, avg=-0.0
S8179: min=-99.7, max=99.0, avg=-3.0
S2954: min=-99.2, max=99.4, avg=-4.7
S7195: min=-98.9, max=99.1, avg=3.5
S6517: min=-99.1, max=98.6, avg=-2.4
S8140: min=-98.9, max=99.0, avg=-2.0
S3056: min=-97.2, max=98.0, avg=-12.1
S1552: min=-95.3, max=99.3, avg=-2.6
S0011: min=-99.1, max=97.2, avg=5.8
S0252: min=-94.0, max=98.6, avg=1.2
S9336: min=-95.1, max=99.8, avg=3.4
S1210: min=-98.4, max=93.6, avg=-6.8
S4066: min=-95.0, max=99.0, avg=3.9
S8161: min=-98.5, max=98.9, avg=-8.3
S2550: min=-98.9, max=99.9, avg=-16.1
S9473: min=-98.9, max=94.8, avg=-10.0
S5202: min=-95.7, max=98.7, avg=-0.4
S2342: min=-99.0, max=99.9, avg=-6.3
S2596: min=-99.6, max=97.2, avg=0.9
S2960: min=-95.7, max=99.8, avg=2.1
S5845: min=-98.8, max=99.8, avg=5.4
S1360: min=-99.8, max=98.3, avg=1.6
S0449: min=-97.9, max=93.1, avg=-7.1
S6604: min=-98.0, max=94.9, avg=-2.3
S5467: min=-99.8, max=99.8, avg=-7.6
S7920: min=-96.6, max=99.2, avg=-3.1
S3505: min=-99.0, max=98.6, avg=-0.6
